-3.333333333333332593e-01,2.558139534883721034e-01,-2.173913043478261642e-01,3.086419753086420137e-01,-2.403100775193798277e-01,2.431561996779387780e-01,3.086419753086420137e-01,-2.403100775193798277e-01,2.431561996779387780e-01,3.333333333333333148e-01,3.333333333333333148e-01,8.641975308641974829e-02,1.666666666666666574e-01,4.012345679012345456e-02,4.012345679012345456e-02
-3.333333333333332593e-01,1.955211024978467105e-01,-1.046698872785829515e-01,2.839506172839506570e-01,-1.197243755383290420e-01,1.465378421900160877e-01,2.839506172839506570e-01,-1.197243755383290420e-01,1.465378421900160877e-01,3.333333333333333148e-01,3.333333333333333148e-01,8.950617283950616787e-02,1.666666666666666574e-01,3.858024691358024477e-02,3.858024691358024477e-02
-2.469135802469135665e-01,1.197243755383290420e-01,-3.381642512077287499e-02,2.098765432098765871e-01,-9.216192937123168782e-02,6.280193236714970428e-02,2.098765432098765871e-01,-9.216192937123168782e-02,6.280193236714970428e-02,3.117283950617283916e-01,2.993827160493827133e-01,9.876543209876542662e-02,1.944444444444444475e-01,4.475308641975308394e-02,5.092592592592592310e-02
-2.283950617283949658e-01,9.560723514211888485e-02,-3.301127214170684887e-02,1.481481481481481399e-01,-9.216192937123168782e-02,4.830917874396134515e-02,1.481481481481481399e-01,-9.216192937123168782e-02,4.830917874396134515e-02,3.070987654320987414e-01,3.040123456790123635e-01,1.064814814814814825e-01,1.944444444444444475e-01,4.320987654320987414e-02,4.475308641975308394e-02
-1.049382716049382935e-01,5.254091300602925507e-02,9.661835748792313439e-03,2.469135802469135665e-01,7.751937984496137801e-03,-3.703703703703697947e-02,2.469135802469135665e-01,7.751937984496137801e-03,-3.703703703703697947e-02,2.762345679012345734e-01,2.793209876543210068e-01,9.413580246913580418e-02,2.222222222222222099e-01,6.481481481481481122e-02,6.327160493827160836e-02
-1.172839506172840274e-01,3.359173126614989346e-02,1.449275362318835914e-02,1.975308641975308532e-01,-3.014642549526280746e-02,4.025764895330108395e-02,1.975308641975308532e-01,-3.014642549526280746e-02,4.025764895330108395e-02,2.793209876543210068e-01,2.762345679012345734e-01,1.003086419753086433e-01,2.222222222222222099e-01,6.018518518518518184e-02,6.172839506172839164e-02
-2.469135802469146768e-02,1.981050818260121638e-02,-8.051529790660261199e-04,-6.172839506172844715e-02,6.632213608957793216e-02,-1.610305958132052240e-02,-6.172839506172844715e-02,6.632213608957793216e-02,-1.610305958132052240e-02,2.561728395061728669e-01,2.438271604938271608e-01,1.327160493827160559e-01,2.500000000000000000e-01,5.555555555555555247e-02,6.172839506172839164e-02
3.086419753086422357e-02,4.909560723514216907e-02,-2.576489533011261379e-02,-2.469135802469146768e-02,8.613264427217437458e-04,1.771336553945246362e-02,-2.469135802469146768e-02,8.613264427217437458e-04,1.771336553945246362e-02,2.422839506172839441e-01,2.577160493827160281e-01,1.280864197530864335e-01,2.500000000000000000e-01,6.481481481481481122e-02,5.709876543209876226e-02
1.111111111111111605e-01,-3.014642549526280746e-02,-8.051529790660261199e-03,-1.604938271604938738e-01,-6.029285099052650310e-03,7.568438003220612220e-02,-1.604938271604938738e-01,-6.029285099052650310e-03,7.568438003220612220e-02,2.222222222222222099e-01,2.222222222222222099e-01,1.450617283950617342e-01,2.777777777777777901e-01,6.635802469135802795e-02,6.635802469135802795e-02
1.172839506172839164e-01,-9.474590869939625293e-03,-1.529790660225449628e-02,-7.407407407407418098e-02,7.751937984496137801e-03,5.475040257648955411e-02,-7.407407407407418098e-02,7.751937984496137801e-03,5.475040257648955411e-02,2.206790123456790209e-01,2.237654320987654266e-01,1.342592592592592726e-01,2.777777777777777901e-01,7.253086419753086711e-02,7.098765432098765038e-02
